27-09-2019 10:41:29.005 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Martino
27-09-2019 10:44:59.824 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.aws.ConfigClusterResolver.getClusterEndpoints - Resolving eureka endpoints via configuration
27-09-2019 10:46:42.028 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Flor
27-09-2019 10:46:42.029 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Maria
27-09-2019 10:46:42.030 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Lucia
27-09-2019 10:46:42.030 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Mariana
27-09-2019 10:46:42.031 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Romina
27-09-2019 10:46:42.032 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Jeffer
27-09-2019 10:46:42.033 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Randyx
27-09-2019 10:46:42.036 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Robertxxx
27-09-2019 10:46:42.037 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Forlan
27-09-2019 10:46:42.038 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Alejandro
27-09-2019 10:46:42.039 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Gonzalo
27-09-2019 10:46:42.040 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Martino
27-09-2019 10:49:59.838 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.aws.ConfigClusterResolver.getClusterEndpoints - Resolving eureka endpoints via configuration
27-09-2019 10:52:39.382 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Flor
27-09-2019 10:52:39.384 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Maria
27-09-2019 10:52:39.386 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Lucia
27-09-2019 10:52:39.387 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Mariana
27-09-2019 10:52:39.388 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Romina
27-09-2019 10:52:39.389 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Jeffer
27-09-2019 10:52:39.390 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Randyx
27-09-2019 10:52:39.390 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Robertxxx
27-09-2019 10:52:39.391 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Forlan
27-09-2019 10:52:39.392 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Alejandro
27-09-2019 10:52:39.402 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Gonzalo
27-09-2019 10:52:39.403 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Martino
27-09-2019 10:52:48.799 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$3 - Flor
27-09-2019 10:52:58.019 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$4 - Flor
27-09-2019 10:54:59.855 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.aws.ConfigClusterResolver.getClusterEndpoints - Resolving eureka endpoints via configuration
27-09-2019 10:56:26.423 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Flor
27-09-2019 10:56:26.424 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Maria
27-09-2019 10:56:26.425 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Lucia
27-09-2019 10:56:26.426 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Mariana
27-09-2019 10:56:26.427 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Romina
27-09-2019 10:56:26.428 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Jeffer
27-09-2019 10:56:26.428 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Randyx
27-09-2019 10:56:26.429 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Robertxxx
27-09-2019 10:56:26.429 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Forlan
27-09-2019 10:56:26.430 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Alejandro
27-09-2019 10:56:26.431 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Gonzalo
27-09-2019 10:56:26.431 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Martino
27-09-2019 10:56:33.274 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Flor
27-09-2019 10:56:33.275 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Maria
27-09-2019 10:56:33.276 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Lucia
27-09-2019 10:56:33.276 [nioEventLoopGroup-2-2] INFO  c.e.s.a.c.StudentRestController.lambda$1 - Mariana
